serial,timestamp,gameid,value,,,
631,"Date:  Wed, 01 Jan 2020 04:43:55 GMT6 months ago",Game #2700506, 6.2x,,,
632,"Date:  Wed, 01 Jan 2020 04:44:29 GMT6 months ago",Game #2700507, 1.08x,,,
633,"Date:  Wed, 01 Jan 2020 04:44:39 GMT6 months ago",Game #2700508, 1.09x,,,
634,"Date:  Wed, 01 Jan 2020 04:44:48 GMT6 months ago",Game #2700509, 1.07x,,,
635,"Date:  Wed, 01 Jan 2020 04:44:58 GMT6 months ago",Game #2700510, 62.96x,,,
636,"Date:  Wed, 01 Jan 2020 04:46:06 GMT6 months ago",Game #2700511, 4.67x,,,
637,"Date:  Wed, 01 Jan 2020 04:46:36 GMT6 months ago",Game #2700512, 1.33x,,,
638,"Date:  Wed, 01 Jan 2020 04:46:49 GMT6 months ago",Game #2700513, 6.41x,,,
639,"Date:  Wed, 01 Jan 2020 04:47:24 GMT6 months ago",Game #2700514, 1.77x,,,
640,"Date:  Wed, 01 Jan 2020 04:47:40 GMT6 months ago",Game #2700515, 2.22x,,,
641,"Date:  Wed, 01 Jan 2020 04:48:00 GMT6 months ago",Game #2700516, 1.38x,,,
642,"Date:  Wed, 01 Jan 2020 04:48:13 GMT6 months ago",Game #2700517, 1.24x,,,
643,"Date:  Wed, 01 Jan 2020 04:48:24 GMT6 months ago",Game #2700518, 20.66x,,,
644,"Date:  Wed, 01 Jan 2020 04:49:16 GMT6 months ago",Game #2700519, 1.34x,,,
645,"Date:  Wed, 01 Jan 2020 04:49:29 GMT6 months ago",Game #2700520, 2.61x,,,
646,"Date:  Wed, 01 Jan 2020 04:49:51 GMT6 months ago",Game #2700521, 3.29x,,,
647,"Date:  Wed, 01 Jan 2020 04:50:16 GMT6 months ago",Game #2700522, 3.64x,,,
648,"Date:  Wed, 01 Jan 2020 04:50:43 GMT6 months ago",Game #2700523, 1.47x,,,
649,"Date:  Wed, 01 Jan 2020 04:50:57 GMT6 months ago",Game #2700524, 1.74x,,,
650,"Date:  Wed, 01 Jan 2020 04:51:13 GMT6 months ago",Game #2700525, 1.51x,,,
651,"Date:  Wed, 01 Jan 2020 04:51:27 GMT6 months ago",Game #2700526, 1.41x,,,
652,"Date:  Wed, 01 Jan 2020 04:51:41 GMT6 months ago",Game #2700527, 1.05x,,,
653,NAN,NAN,NAN,,,
654,NAN,NAN,NAN,,,
655,NAN,NAN,NAN,,,
656,"Date:  Wed, 01 Jan 2020 04:53:20 GMT6 months ago",Game #2700531, 359.63x,,,
657,"Date:  Wed, 01 Jan 2020 04:54:53 GMT6 months ago",Game #2700532, 1.62x,,,
658,"Date:  Wed, 01 Jan 2020 04:55:09 GMT6 months ago",Game #2700533, 1.94x,,,
659,"Date:  Wed, 01 Jan 2020 04:55:26 GMT6 months ago",Game #2700534, 1.06x,,,
660,"Date:  Wed, 01 Jan 2020 04:55:35 GMT6 months ago",Game #2700535, 1.04x,,,
661,"Date:  Wed, 01 Jan 2020 04:55:44 GMT6 months ago",Game #2700536, 1.22x,,,
662,"Date:  Wed, 01 Jan 2020 04:55:56 GMT6 months ago",Game #2700537, 1.16x,,,
663,"Date:  Wed, 01 Jan 2020 04:56:06 GMT6 months ago",Game #2700538, 1.82x,,,
664,"Date:  Wed, 01 Jan 2020 04:56:23 GMT6 months ago",Game #2700539, 2.39x,,,
665,"Date:  Wed, 01 Jan 2020 04:56:44 GMT6 months ago",Game #2700540, 1.39x,,,
666,"Date:  Wed, 01 Jan 2020 04:56:57 GMT6 months ago",Game #2700541, 1.7x,,,
667,"Date:  Wed, 01 Jan 2020 04:57:13 GMT6 months ago",Game #2700542, 1.14x,,,
668,"Date:  Wed, 01 Jan 2020 04:57:23 GMT6 months ago",Game #2700543, 7.42x,,,
669,"Date:  Wed, 01 Jan 2020 04:58:00 GMT6 months ago",Game #2700544, 48.34x,,,
670,"Date:  Wed, 01 Jan 2020 04:59:04 GMT6 months ago",Game #2700545, 1.89x,,,
671,"Date:  Wed, 01 Jan 2020 04:59:22 GMT6 months ago",Game #2700546, 1.1x,,,
672,"Date:  Wed, 01 Jan 2020 04:59:31 GMT6 months ago",Game #2700547, 36.2x,,,
673,"Date:  Wed, 01 Jan 2020 05:00:31 GMT6 months ago",Game #2700548, 1.19x,,,
674,"Date:  Wed, 01 Jan 2020 05:00:42 GMT6 months ago",Game #2700549, 2.37x,,,
675,"Date:  Wed, 01 Jan 2020 05:01:03 GMT6 months ago",Game #2700550, 1.41x,,,
676,"Date:  Wed, 01 Jan 2020 05:01:16 GMT6 months ago",Game #2700551, 1.69x,,,
677,"Date:  Wed, 01 Jan 2020 05:01:32 GMT6 months ago",Game #2700552, 1.38x,,,
678,"Date:  Wed, 01 Jan 2020 05:01:45 GMT6 months ago",Game #2700553, 2.19x,,,
679,"Date:  Wed, 01 Jan 2020 05:02:04 GMT6 months ago",Game #2700554, 1.13x,,,
680,"Date:  Wed, 01 Jan 2020 05:02:14 GMT6 months ago",Game #2700555, 49.06x,,,
681,NAN,NAN,NAN,,,
682,"Date:  Wed, 01 Jan 2020 05:04:01 GMT6 months ago",Game #2700557, 2.16x,,,
683,"Date:  Wed, 01 Jan 2020 05:04:21 GMT6 months ago",Game #2700558, 45.34x,,,
684,"Date:  Wed, 01 Jan 2020 05:05:24 GMT6 months ago",Game #2700559, 1.08x,,,
685,"Date:  Wed, 01 Jan 2020 05:05:33 GMT6 months ago",Game #2700560, 1.7x,,,
686,"Date:  Wed, 01 Jan 2020 05:05:49 GMT6 months ago",Game #2700561, 3.2x,,,
687,"Date:  Wed, 01 Jan 2020 05:06:14 GMT6 months ago",Game #2700562, 6.31x,,,
688,"Date:  Wed, 01 Jan 2020 05:06:49 GMT6 months ago",Game #2700563, 1.14x,,,
689,"Date:  Wed, 01 Jan 2020 05:06:59 GMT6 months ago",Game #2700564, 2.15x,,,
690,"Date:  Wed, 01 Jan 2020 05:07:18 GMT6 months ago",Game #2700565, 18.13x,,,
691,"Date:  Wed, 01 Jan 2020 05:08:08 GMT6 months ago",Game #2700566, 1.15x,,,
692,"Date:  Wed, 01 Jan 2020 05:08:19 GMT6 months ago",Game #2700567, 239.56x,,,
693,"Date:  Wed, 01 Jan 2020 05:09:46 GMT6 months ago",Game #2700568, 1.24x,,,
694,"Date:  Wed, 01 Jan 2020 05:09:57 GMT6 months ago",Game #2700569, 4.1x,,,
695,"Date:  Wed, 01 Jan 2020 05:10:26 GMT6 months ago",Game #2700570, 20.06x,,,
696,"Date:  Wed, 01 Jan 2020 05:11:17 GMT6 months ago",Game #2700571, 1.86x,,,
697,"Date:  Wed, 01 Jan 2020 05:11:35 GMT6 months ago",Game #2700572, 1.72x,,,
698,"Date:  Wed, 01 Jan 2020 05:11:51 GMT6 months ago",Game #2700573, 2.54x,,,
699,"Date:  Wed, 01 Jan 2020 05:12:12 GMT6 months ago",Game #2700574, 1.69x,,,
700,"Date:  Wed, 01 Jan 2020 05:12:28 GMT6 months ago",Game #2700575, 4.95x,,,
701,"Date:  Wed, 01 Jan 2020 05:12:59 GMT6 months ago",Game #2700576, 9.5x,,,
702,"Date:  Wed, 01 Jan 2020 05:13:40 GMT6 months ago",Game #2700577, 1.92x,,,
703,"Date:  Wed, 01 Jan 2020 05:13:58 GMT6 months ago",Game #2700578, 1.51x,,,
704,"Date:  Wed, 01 Jan 2020 05:14:12 GMT6 months ago",Game #2700579, 3.2x,,,
705,"Date:  Wed, 01 Jan 2020 05:14:37 GMT6 months ago",Game #2700580, 19.53x,,,
706,NAN,NAN,NAN,,,
707,"Date:  Wed, 01 Jan 2020 05:15:57 GMT6 months ago",Game #2700582, 1.19x,,,
708,"Date:  Wed, 01 Jan 2020 05:16:07 GMT6 months ago",Game #2700583, 3.3x,,,
709,"Date:  Wed, 01 Jan 2020 05:16:33 GMT6 months ago",Game #2700584, 1.14x,,,
710,"Date:  Wed, 01 Jan 2020 05:16:43 GMT6 months ago",Game #2700585, 1.28x,,,
711,"Date:  Wed, 01 Jan 2020 05:16:55 GMT6 months ago",Game #2700586, 8.36x,,,
712,"Date:  Wed, 01 Jan 2020 05:17:34 GMT6 months ago",Game #2700587, 2.32x,,,
713,"Date:  Wed, 01 Jan 2020 05:17:54 GMT6 months ago",Game #2700588, 2.95x,,,
714,"Date:  Wed, 01 Jan 2020 05:18:18 GMT6 months ago",Game #2700589, 1.35x,,,
715,"Date:  Wed, 01 Jan 2020 05:18:31 GMT6 months ago",Game #2700590, 1.84x,,,
716,"Date:  Wed, 01 Jan 2020 05:18:48 GMT6 months ago",Game #2700591, 1.58x,,,
717,"Date:  Wed, 01 Jan 2020 05:19:03 GMT6 months ago",Game #2700592, 1.01x,,,
718,"Date:  Wed, 01 Jan 2020 05:19:11 GMT6 months ago",Game #2700593, 5.37x,,,
719,"Date:  Wed, 01 Jan 2020 05:19:44 GMT6 months ago",Game #2700594, 1.21x,,,
720,"Date:  Wed, 01 Jan 2020 05:19:55 GMT6 months ago",Game #2700595, 2.3x,,,
721,"Date:  Wed, 01 Jan 2020 05:20:15 GMT6 months ago",Game #2700596, 3.99x,,,
722,"Date:  Wed, 01 Jan 2020 05:20:43 GMT6 months ago",Game #2700597, 1.29x,,,
723,"Date:  Wed, 01 Jan 2020 05:20:55 GMT6 months ago",Game #2700598, 1.31x,,,
724,"Date:  Wed, 01 Jan 2020 05:21:07 GMT6 months ago",Game #2700599, 2.93x,,,
725,"Date:  Wed, 01 Jan 2020 05:21:31 GMT6 months ago",Game #2700600, 1.25x,,,
726,"Date:  Wed, 01 Jan 2020 05:21:43 GMT6 months ago",Game #2700601, 3.28x,,,
727,"Date:  Wed, 01 Jan 2020 05:22:08 GMT6 months ago",Game #2700602, 8.22x,,,
728,"Date:  Wed, 01 Jan 2020 05:22:47 GMT6 months ago",Game #2700603, 1.63x,,,
729,"Date:  Wed, 01 Jan 2020 05:23:02 GMT6 months ago",Game #2700604, 1.15x,,,
730,"Date:  Wed, 01 Jan 2020 05:23:12 GMT6 months ago",Game #2700605, 2.09x,,,
731,"Date:  Wed, 01 Jan 2020 05:23:31 GMT6 months ago",Game #2700606, 1.07x,,,
732,"Date:  Wed, 01 Jan 2020 05:23:41 GMT6 months ago",Game #2700607, 4.71x,,,
733,"Date:  Wed, 01 Jan 2020 05:24:11 GMT6 months ago",Game #2700608, 2.05x,,,
734,"Date:  Wed, 01 Jan 2020 05:24:30 GMT6 months ago",Game #2700609, 1.03x,,,
735,"Date:  Wed, 01 Jan 2020 05:24:39 GMT6 months ago",Game #2700610, 3.06x,,,
736,"Date:  Wed, 01 Jan 2020 05:25:03 GMT6 months ago",Game #2700611, 2.75x,,,
737,"Date:  Wed, 01 Jan 2020 05:25:26 GMT6 months ago",Game #2700612, 1.19x,,,
738,"Date:  Wed, 01 Jan 2020 05:25:37 GMT6 months ago",Game #2700613, 3.05x,,,
739,"Date:  Wed, 01 Jan 2020 05:26:01 GMT6 months ago",Game #2700614, 3.02x,,,
740,"Date:  Wed, 01 Jan 2020 05:26:25 GMT6 months ago",Game #2700615, 1.44x,,,
741,"Date:  Wed, 01 Jan 2020 05:26:39 GMT6 months ago",Game #2700616, 1.07x,,,
742,"Date:  Wed, 01 Jan 2020 05:26:48 GMT6 months ago",Game #2700617, 3.92x,,,
743,"Date:  Wed, 01 Jan 2020 05:27:16 GMT6 months ago",Game #2700618, 9.43x,,,
744,"Date:  Wed, 01 Jan 2020 05:27:57 GMT6 months ago",Game #2700619, 1.64x,,,
745,"Date:  Wed, 01 Jan 2020 05:28:12 GMT6 months ago",Game #2700620, 1.13x,,,
746,"Date:  Wed, 01 Jan 2020 05:28:22 GMT6 months ago",Game #2700621, 1.22x,,,
747,"Date:  Wed, 01 Jan 2020 05:28:33 GMT6 months ago",Game #2700622, 4.08x,,,
748,"Date:  Wed, 01 Jan 2020 05:29:02 GMT6 months ago",Game #2700623, 2.96x,,,
749,"Date:  Wed, 01 Jan 2020 05:29:26 GMT6 months ago",Game #2700624, 20.4x,,,
750,"Date:  Wed, 01 Jan 2020 05:30:17 GMT6 months ago",Game #2700625, 1.86x,,,
751,"Date:  Wed, 01 Jan 2020 05:30:35 GMT6 months ago",Game #2700626, 6.53x,,,
752,"Date:  Wed, 01 Jan 2020 05:31:10 GMT6 months ago",Game #2700627, 5.19x,,,
753,"Date:  Wed, 01 Jan 2020 05:31:42 GMT6 months ago",Game #2700628, 5.22x,,,
754,"Date:  Wed, 01 Jan 2020 05:32:14 GMT6 months ago",Game #2700629, 1.78x,,,
755,"Date:  Wed, 01 Jan 2020 05:32:31 GMT6 months ago",Game #2700630, 1.19x,,,
756,"Date:  Wed, 01 Jan 2020 05:32:41 GMT6 months ago",Game #2700631, 3.78x,,,
757,"Date:  Wed, 01 Jan 2020 05:33:09 GMT6 months ago",Game #2700632, 2.08x,,,
758,"Date:  Wed, 01 Jan 2020 05:33:28 GMT6 months ago",Game #2700633, 2.08x,,,
759,"Date:  Wed, 01 Jan 2020 05:33:46 GMT6 months ago",Game #2700634, 1.14x,,,
760,"Date:  Wed, 01 Jan 2020 05:33:57 GMT6 months ago",Game #2700635, 5.39x,,,
761,NAN,NAN,NAN,,,
762,"Date:  Wed, 01 Jan 2020 05:34:45 GMT6 months ago",Game #2700637, 15.6x,,,
763,"Date:  Wed, 01 Jan 2020 05:35:33 GMT6 months ago",Game #2700638, 1.53x,,,
764,"Date:  Wed, 01 Jan 2020 05:35:47 GMT6 months ago",Game #2700639, 5x,,,
765,"Date:  Wed, 01 Jan 2020 05:36:18 GMT6 months ago",Game #2700640, 9.28x,,,
766,"Date:  Wed, 01 Jan 2020 05:36:59 GMT6 months ago",Game #2700641, 1.24x,,,
767,"Date:  Wed, 01 Jan 2020 05:37:10 GMT6 months ago",Game #2700642, 6.25x,,,
768,"Date:  Wed, 01 Jan 2020 05:37:45 GMT6 months ago",Game #2700643, 1.43x,,,
769,"Date:  Wed, 01 Jan 2020 05:37:58 GMT6 months ago",Game #2700644, 2.85x,,,
770,"Date:  Wed, 01 Jan 2020 05:38:22 GMT6 months ago",Game #2700645, 1.07x,,,
771,"Date:  Wed, 01 Jan 2020 05:38:31 GMT6 months ago",Game #2700646, 5.76x,,,
772,"Date:  Wed, 01 Jan 2020 05:39:05 GMT6 months ago",Game #2700647, 3.78x,,,
773,"Date:  Wed, 01 Jan 2020 05:39:32 GMT6 months ago",Game #2700648, 2.4x,,,
774,"Date:  Wed, 01 Jan 2020 05:39:53 GMT6 months ago",Game #2700649, 1.6x,,,
775,"Date:  Wed, 01 Jan 2020 05:40:08 GMT6 months ago",Game #2700650, 2.22x,,,
776,"Date:  Wed, 01 Jan 2020 05:40:28 GMT6 months ago",Game #2700651, 14.86x,,,
777,"Date:  Wed, 01 Jan 2020 05:41:15 GMT6 months ago",Game #2700652, 2.35x,,,
778,"Date:  Wed, 01 Jan 2020 05:41:35 GMT6 months ago",Game #2700653, 3.57x,,,
779,"Date:  Wed, 01 Jan 2020 05:42:02 GMT6 months ago",Game #2700654, 1x,,,
780,"Date:  Wed, 01 Jan 2020 05:42:10 GMT6 months ago",Game #2700655, 2.47x,,,
781,"Date:  Wed, 01 Jan 2020 05:42:31 GMT6 months ago",Game #2700656, 1.82x,,,
782,"Date:  Wed, 01 Jan 2020 05:42:48 GMT6 months ago",Game #2700657, 5.18x,,,
783,"Date:  Wed, 01 Jan 2020 05:43:20 GMT6 months ago",Game #2700658, 1.98x,,,
784,"Date:  Wed, 01 Jan 2020 05:43:39 GMT6 months ago",Game #2700659, 16.16x,,,
785,"Date:  Wed, 01 Jan 2020 05:44:27 GMT6 months ago",Game #2700660, 1.32x,,,
786,"Date:  Wed, 01 Jan 2020 05:44:39 GMT6 months ago",Game #2700661, 2.22x,,,
787,"Date:  Wed, 01 Jan 2020 05:44:59 GMT6 months ago",Game #2700662, 44.14x,,,
788,"Date:  Wed, 01 Jan 2020 05:46:02 GMT6 months ago",Game #2700663, 1.05x,,,
789,"Date:  Wed, 01 Jan 2020 05:46:11 GMT6 months ago",Game #2700664, 1.21x,,,
790,"Date:  Wed, 01 Jan 2020 05:46:22 GMT6 months ago",Game #2700665, 1.09x,,,
791,"Date:  Wed, 01 Jan 2020 05:46:31 GMT6 months ago",Game #2700666, 1.49x,,,
792,"Date:  Wed, 01 Jan 2020 05:46:45 GMT6 months ago",Game #2700667, 1.15x,,,
793,"Date:  Wed, 01 Jan 2020 05:46:55 GMT6 months ago",Game #2700668, 9.68x,,,
794,"Date:  Wed, 01 Jan 2020 05:47:36 GMT6 months ago",Game #2700669, 2.7x,,,
795,"Date:  Wed, 01 Jan 2020 05:47:59 GMT6 months ago",Game #2700670, 4.96x,,,
796,"Date:  Wed, 01 Jan 2020 05:48:30 GMT6 months ago",Game #2700671, 1.48x,,,
797,"Date:  Wed, 01 Jan 2020 05:48:44 GMT6 months ago",Game #2700672, 3.47x,,,
798,"Date:  Wed, 01 Jan 2020 05:49:11 GMT6 months ago",Game #2700673, 4.4x,,,
799,"Date:  Wed, 01 Jan 2020 05:49:40 GMT6 months ago",Game #2700674, 2.22x,,,
800,"Date:  Wed, 01 Jan 2020 05:50:00 GMT6 months ago",Game #2700675, 109.23x,,,
801,"Date:  Wed, 01 Jan 2020 05:51:16 GMT6 months ago",Game #2700676, 15.08x,,,
802,"Date:  Wed, 01 Jan 2020 05:52:03 GMT6 months ago",Game #2700677, 22.88x,,,
803,"Date:  Wed, 01 Jan 2020 05:52:56 GMT6 months ago",Game #2700678, 1.16x,,,
804,"Date:  Wed, 01 Jan 2020 05:53:07 GMT6 months ago",Game #2700679, 1.02x,,,
805,"Date:  Wed, 01 Jan 2020 05:53:16 GMT6 months ago",Game #2700680, 2.28x,,,
806,"Date:  Wed, 01 Jan 2020 05:53:36 GMT6 months ago",Game #2700681, 3.26x,,,
807,"Date:  Wed, 01 Jan 2020 05:54:01 GMT6 months ago",Game #2700682, 2.33x,,,
808,"Date:  Wed, 01 Jan 2020 05:54:21 GMT6 months ago",Game #2700683, 3.54x,,,
809,"Date:  Wed, 01 Jan 2020 05:54:48 GMT6 months ago",Game #2700684, 113.94x,,,
810,"Date:  Wed, 01 Jan 2020 05:56:04 GMT6 months ago",Game #2700685, 1x,,,
811,"Date:  Wed, 01 Jan 2020 05:56:13 GMT6 months ago",Game #2700686, 2x,,,
812,"Date:  Wed, 01 Jan 2020 05:56:31 GMT6 months ago",Game #2700687, 1.63x,,,
813,"Date:  Wed, 01 Jan 2020 05:56:46 GMT6 months ago",Game #2700688, 1x,,,
814,"Date:  Wed, 01 Jan 2020 05:56:55 GMT6 months ago",Game #2700689, 2.79x,,,
815,"Date:  Wed, 01 Jan 2020 05:57:18 GMT6 months ago",Game #2700690, 1.83x,,,
816,"Date:  Wed, 01 Jan 2020 05:57:35 GMT6 months ago",Game #2700691, 1.14x,,,
817,"Date:  Wed, 01 Jan 2020 05:57:45 GMT6 months ago",Game #2700692, 101.55x,,,
818,"Date:  Wed, 01 Jan 2020 05:59:00 GMT6 months ago",Game #2700693, 1.16x,,,
819,"Date:  Wed, 01 Jan 2020 05:59:10 GMT6 months ago",Game #2700694, 1.95x,,,
820,"Date:  Wed, 01 Jan 2020 05:59:28 GMT6 months ago",Game #2700695, 1.35x,,,
821,"Date:  Wed, 01 Jan 2020 05:59:41 GMT6 months ago",Game #2700696, 3.66x,,,
822,"Date:  Wed, 01 Jan 2020 06:00:08 GMT6 months ago",Game #2700697, 1.25x,,,
823,"Date:  Wed, 01 Jan 2020 06:00:19 GMT6 months ago",Game #2700698, 84.13x,,,
824,"Date:  Wed, 01 Jan 2020 06:01:31 GMT6 months ago",Game #2700699, 1.02x,,,
825,"Date:  Wed, 01 Jan 2020 06:01:40 GMT6 months ago",Game #2700700, 1.17x,,,
826,"Date:  Wed, 01 Jan 2020 06:01:51 GMT6 months ago",Game #2700701, 1.12x,,,
827,"Date:  Wed, 01 Jan 2020 06:02:01 GMT6 months ago",Game #2700702, 1.78x,,,
828,"Date:  Wed, 01 Jan 2020 06:02:17 GMT6 months ago",Game #2700703, 1.66x,,,
829,"Date:  Wed, 01 Jan 2020 06:02:33 GMT6 months ago",Game #2700704, 1.57x,,,
830,"Date:  Wed, 01 Jan 2020 06:02:48 GMT6 months ago",Game #2700705, 1.13x,,,
831,"Date:  Wed, 01 Jan 2020 06:02:58 GMT6 months ago",Game #2700706, 17.29x,,,
832,"Date:  Wed, 01 Jan 2020 06:03:47 GMT6 months ago",Game #2700707, 4.78x,,,
833,"Date:  Wed, 01 Jan 2020 06:04:18 GMT6 months ago",Game #2700708, 2.11x,,,
834,NAN,NAN,NAN,,,
835,"Date:  Wed, 01 Jan 2020 06:04:48 GMT6 months ago",Game #2700710, 4.2x,,,
836,"Date:  Wed, 01 Jan 2020 06:05:17 GMT6 months ago",Game #2700711, 10.86x,,,
837,NAN,NAN,NAN,,,
838,"Date:  Wed, 01 Jan 2020 06:06:11 GMT6 months ago",Game #2700713, 3.29x,,,
839,"Date:  Wed, 01 Jan 2020 06:06:36 GMT6 months ago",Game #2700714, 27.29x,,,
840,"Date:  Wed, 01 Jan 2020 06:07:32 GMT6 months ago",Game #2700715, 2.28x,,,
841,"Date:  Wed, 01 Jan 2020 06:07:52 GMT6 months ago",Game #2700716, 13.24x,,,
842,"Date:  Wed, 01 Jan 2020 06:08:38 GMT6 months ago",Game #2700717, 2.43x,,,
843,"Date:  Wed, 01 Jan 2020 06:08:59 GMT6 months ago",Game #2700718, 1.86x,,,
844,"Date:  Wed, 01 Jan 2020 06:09:16 GMT6 months ago",Game #2700719, 1.87x,,,
845,"Date:  Wed, 01 Jan 2020 06:09:33 GMT6 months ago",Game #2700720, 1x,,,
846,"Date:  Wed, 01 Jan 2020 06:09:42 GMT6 months ago",Game #2700721, 1.42x,,,
847,"Date:  Wed, 01 Jan 2020 06:09:55 GMT6 months ago",Game #2700722, 76.19x,,,
848,"Date:  Wed, 01 Jan 2020 06:11:06 GMT6 months ago",Game #2700723, 1.51x,,,
849,"Date:  Wed, 01 Jan 2020 06:11:20 GMT6 months ago",Game #2700724, 1.25x,,,
850,"Date:  Wed, 01 Jan 2020 06:11:31 GMT6 months ago",Game #2700725, 1.2x,,,
851,"Date:  Wed, 01 Jan 2020 06:11:42 GMT6 months ago",Game #2700726, 1.5x,,,
852,"Date:  Wed, 01 Jan 2020 06:11:56 GMT6 months ago",Game #2700727, 25.53x,,,
853,"Date:  Wed, 01 Jan 2020 06:12:51 GMT6 months ago",Game #2700728, 1.58x,,,
854,"Date:  Wed, 01 Jan 2020 06:13:06 GMT6 months ago",Game #2700729, 1.66x,,,
855,"Date:  Wed, 01 Jan 2020 06:13:21 GMT6 months ago",Game #2700730, 10.34x,,,
856,"Date:  Wed, 01 Jan 2020 06:14:03 GMT6 months ago",Game #2700731, 1.09x,,,
857,"Date:  Wed, 01 Jan 2020 06:14:13 GMT6 months ago",Game #2700732, 1.93x,,,
858,"Date:  Wed, 01 Jan 2020 06:14:31 GMT6 months ago",Game #2700733, 2.17x,,,
859,"Date:  Wed, 01 Jan 2020 06:14:50 GMT6 months ago",Game #2700734, 1.16x,,,
860,"Date:  Wed, 01 Jan 2020 06:15:00 GMT6 months ago",Game #2700735, 1.96x,,,
861,"Date:  Wed, 01 Jan 2020 06:15:18 GMT6 months ago",Game #2700736, 1.32x,,,
862,"Date:  Wed, 01 Jan 2020 06:15:31 GMT6 months ago",Game #2700737, 1.5x,,,
863,"Date:  Wed, 01 Jan 2020 06:15:45 GMT6 months ago",Game #2700738, 1.07x,,,
864,"Date:  Wed, 01 Jan 2020 06:15:54 GMT6 months ago",Game #2700739, 1.37x,,,
865,"Date:  Wed, 01 Jan 2020 06:16:07 GMT6 months ago",Game #2700740, 1.17x,,,
866,"Date:  Wed, 01 Jan 2020 06:16:17 GMT6 months ago",Game #2700741, 1.51x,,,
867,"Date:  Wed, 01 Jan 2020 06:16:32 GMT6 months ago",Game #2700742, 3.96x,,,
868,"Date:  Wed, 01 Jan 2020 06:17:00 GMT6 months ago",Game #2700743, 3.65x,,,
869,"Date:  Wed, 01 Jan 2020 06:17:26 GMT6 months ago",Game #2700744, 4.66x,,,
870,"Date:  Wed, 01 Jan 2020 06:17:57 GMT6 months ago",Game #2700745, 4.57x,,,
871,"Date:  Wed, 01 Jan 2020 06:18:27 GMT6 months ago",Game #2700746, 22.2x,,,
872,"Date:  Wed, 01 Jan 2020 06:19:20 GMT6 months ago",Game #2700747, 2.05x,,,
873,"Date:  Wed, 01 Jan 2020 06:19:38 GMT6 months ago",Game #2700748, 1.33x,,,
874,"Date:  Wed, 01 Jan 2020 06:19:51 GMT6 months ago",Game #2700749, 2.04x,,,
875,"Date:  Wed, 01 Jan 2020 06:20:09 GMT6 months ago",Game #2700750, 1.32x,,,
876,"Date:  Wed, 01 Jan 2020 06:20:22 GMT6 months ago",Game #2700751, 1.09x,,,
877,"Date:  Wed, 01 Jan 2020 06:20:31 GMT6 months ago",Game #2700752, 1.5x,,,
878,"Date:  Wed, 01 Jan 2020 06:20:46 GMT6 months ago",Game #2700753, 6.26x,,,
879,"Date:  Wed, 01 Jan 2020 06:21:20 GMT6 months ago",Game #2700754, 1.48x,,,
880,"Date:  Wed, 01 Jan 2020 06:21:34 GMT6 months ago",Game #2700755, 1.07x,,,
881,"Date:  Wed, 01 Jan 2020 06:21:43 GMT6 months ago",Game #2700756, 1.38x,,,
882,"Date:  Wed, 01 Jan 2020 06:21:56 GMT6 months ago",Game #2700757, 2.38x,,,
883,"Date:  Wed, 01 Jan 2020 06:22:17 GMT6 months ago",Game #2700758, 1.64x,,,
884,"Date:  Wed, 01 Jan 2020 06:22:33 GMT6 months ago",Game #2700759, 1.99x,,,
885,"Date:  Wed, 01 Jan 2020 06:22:51 GMT6 months ago",Game #2700760, 26.31x,,,
886,"Date:  Wed, 01 Jan 2020 06:23:46 GMT6 months ago",Game #2700761, 2.51x,,,
887,"Date:  Wed, 01 Jan 2020 06:24:08 GMT6 months ago",Game #2700762, 1.32x,,,
888,"Date:  Wed, 01 Jan 2020 06:24:20 GMT6 months ago",Game #2700763, 166.58x,,,
889,"Date:  Wed, 01 Jan 2020 06:25:42 GMT6 months ago",Game #2700764, 54.9x,,,
890,"Date:  Wed, 01 Jan 2020 06:26:48 GMT6 months ago",Game #2700765, 1.06x,,,
891,"Date:  Wed, 01 Jan 2020 06:26:57 GMT6 months ago",Game #2700766, 1.27x,,,
892,"Date:  Wed, 01 Jan 2020 06:27:09 GMT6 months ago",Game #2700767, 1.05x,,,
893,"Date:  Wed, 01 Jan 2020 06:27:18 GMT6 months ago",Game #2700768, 8.17x,,,
894,"Date:  Wed, 01 Jan 2020 06:27:57 GMT6 months ago",Game #2700769, 3.1x,,,
895,"Date:  Wed, 01 Jan 2020 06:28:21 GMT6 months ago",Game #2700770, 1.14x,,,
896,"Date:  Wed, 01 Jan 2020 06:28:32 GMT6 months ago",Game #2700771, 7.68x,,,
897,"Date:  Wed, 01 Jan 2020 06:29:09 GMT6 months ago",Game #2700772, 2.04x,,,
898,"Date:  Wed, 01 Jan 2020 06:29:28 GMT6 months ago",Game #2700773, 1.31x,,,
899,"Date:  Wed, 01 Jan 2020 06:29:40 GMT6 months ago",Game #2700774, 1.6x,,,
900,"Date:  Wed, 01 Jan 2020 06:29:55 GMT6 months ago",Game #2700775, 1.31x,,,
901,"Date:  Wed, 01 Jan 2020 06:30:07 GMT6 months ago",Game #2700776, 1.62x,,,
902,"Date:  Wed, 01 Jan 2020 06:30:23 GMT6 months ago",Game #2700777, 3.54x,,,
903,"Date:  Wed, 01 Jan 2020 06:30:49 GMT6 months ago",Game #2700778, 1.68x,,,
904,"Date:  Wed, 01 Jan 2020 06:31:05 GMT6 months ago",Game #2700779, 1.93x,,,
